date,temperature_c,humidity_percent,wind_speed_kmph,pressure_hpa,cloud_cover_percent,dew_point_c,visibility_km,rainfall_mm
2024-03-06,28.11,24.04,15.73,981.04,78.49,9.51,7.65,0.28
2024-03-07,25.06,23.51,28.06,1023.62,38.47,6.01,2.27,3.51
2024-03-08,21.09,77.63,26.68,1016.44,10.71,19.69,4.13,2.53
2024-03-09,25.21,55.56,41.17,1013.8,76.27,13.65,6.75,2.7
2024-03-10,37.09,40.5,49.09,1014.22,84.92,15.14,5.46,2.46
2024-03-11,31.07,35.23,20.55,997.51,58.74,7.98,2.04,7.27
2024-03-12,41.24,73.6,38.17,1013.82,16.12,23.71,1.79,1.53
2024-03-13,25.52,20.03,4.99,997.4,1.52,20.04,8.03,2.49
2024-03-14,31.25,84.47,38.84,1020.44,70.08,14.11,2.4,0.9
2024-03-15,32.1,26.34,18.57,987.98,55.01,9.29,2.55,1.16
2024-03-16,30.71,35.32,1.97,993.16,65.08,19.84,8.48,4.32
2024-03-17,34.59,50.9,18.16,1004.81,81.32,24.46,6.51,0.5
2024-03-18,18.31,58.79,30.53,994.36,43.42,12.81,6.44,0.83
2024-03-19,27.93,48.4,5.96,999.09,12.45,5.65,5.31,3.0
2024-03-20,13.65,45.66,46.2,1002.16,94.0,10.36,6.12,0.18
2024-03-21,23.46,97.11,3.88,1018.54,54.53,22.06,6.42,0.54
2024-03-22,27.07,71.33,46.5,1003.54,61.53,29.73,9.71,7.96
2024-03-23,32.83,21.87,35.36,996.31,93.34,5.33,3.01,7.49
2024-03-24,43.27,54.41,16.49,991.15,93.16,12.65,2.93,1.71
2024-03-25,31.02,90.0,19.54,998.39,57.21,6.55,1.51,1.71
2024-03-26,36.03,44.12,37.04,1003.21,29.76,12.91,6.92,11.03
2024-03-27,27.72,27.56,30.07,1013.58,99.71,15.15,5.94,0.1
2024-03-28,32.19,80.67,33.58,985.45,68.08,28.02,2.0,3.47
2024-03-29,12.48,68.48,19.46,989.97,40.84,7.01,4.28,3.64
2024-03-30,18.9,65.63,24.39,997.08,55.98,24.43,2.61,6.2
2024-03-31,22.66,24.29,49.49,996.22,41.58,14.89,3.98,12.13
2024-04-01,26.54,31.24,10.7,997.63,88.83,25.28,9.56,1.76
2024-04-02,11.6,69.8,20.89,1015.71,48.25,17.84,7.15,2.3
2024-04-03,14.9,36.63,14.59,994.59,82.35,5.98,1.07,4.45
2024-04-04,19.69,60.33,38.26,1002.59,84.02,28.66,3.27,13.68
2024-04-05,44.0,63.59,38.2,1008.08,82.43,7.07,1.09,8.86
2024-04-06,21.6,42.68,14.62,990.45,72.22,19.94,7.43,4.4
2024-04-07,26.87,95.87,4.07,1012.34,85.49,26.94,5.22,7.77
2024-04-08,16.86,87.4,0.57,1004.62,38.72,6.99,9.95,0.36
2024-04-09,31.38,77.79,21.37,1000.11,11.47,18.85,7.6,1.89
2024-04-10,19.82,26.24,20.52,1016.44,84.25,25.61,5.66,0.05
2024-04-11,17.24,28.49,49.42,990.96,49.82,29.66,8.24,0.78
2024-04-12,28.08,59.42,23.49,1019.74,12.74,23.11,7.34,3.98
2024-04-13,10.19,32.86,12.82,1005.25,11.53,11.96,3.19,8.67
2024-04-14,10.27,98.26,44.56,1007.41,15.92,22.49,5.77,4.01
2024-04-15,17.67,32.68,24.55,1019.38,75.1,22.64,6.0,4.36
2024-04-16,11.29,59.0,29.96,1016.79,71.09,22.5,5.06,0.44
2024-04-17,13.78,49.13,4.78,1007.07,20.38,26.36,2.61,4.37
2024-04-18,21.86,71.15,19.15,1013.89,84.69,7.18,3.01,2.42
2024-04-19,38.09,30.32,47.21,999.5,28.13,7.71,3.53,4.22
2024-04-20,30.02,54.43,29.48,1004.63,79.3,21.02,1.09,1.58
2024-04-21,27.94,41.98,17.23,982.79,48.88,28.85,9.25,3.48
2024-04-22,20.27,91.02,31.28,984.04,73.15,16.65,7.17,2.21
2024-04-23,42.61,23.25,45.52,1017.32,38.14,29.01,7.21,3.27
2024-04-24,23.9,93.1,13.7,982.69,34.71,28.45,6.15,0.64
2024-04-25,13.05,86.64,25.26,987.62,84.14,27.57,7.2,2.02
2024-04-26,31.6,43.81,47.93,1015.81,3.53,27.75,9.84,1.88
2024-04-27,13.98,83.14,8.62,980.05,97.47,27.46,4.47,5.33
2024-04-28,22.08,22.5,35.98,992.71,64.82,25.5,7.41,4.9
2024-04-29,27.76,97.35,30.72,1006.28,43.25,22.37,4.24,9.58
2024-04-30,40.6,62.13,33.98,1006.8,62.81,5.61,8.69,4.0
2024-05-01,27.27,44.26,17.56,1014.97,12.27,8.31,8.72,1.51
2024-05-02,34.58,49.01,15.69,1002.77,51.41,8.36,9.12,6.12
2024-05-03,44.75,25.31,34.21,1002.92,98.51,5.59,1.05,2.75
2024-05-04,14.6,99.15,10.78,1012.64,23.53,7.92,3.68,0.86
2024-05-05,19.62,23.14,20.98,1002.44,72.23,27.99,2.21,5.5
2024-05-06,23.81,72.39,9.41,1007.38,43.5,21.6,5.09,0.57
2024-05-07,24.76,55.42,0.42,1020.4,65.25,12.8,5.46,0.78
2024-05-08,24.39,95.91,48.5,998.07,20.49,24.83,3.3,5.69
2024-05-09,41.77,39.68,21.59,997.33,47.05,17.21,7.51,5.88
2024-05-10,34.99,62.57,48.47,980.16,98.01,8.55,3.43,6.26
2024-05-11,31.28,58.59,7.02,1007.6,19.53,27.11,8.69,1.39
2024-05-12,20.83,76.23,29.37,981.34,63.64,13.47,2.6,8.06
2024-05-13,38.83,25.44,10.05,1002.69,57.56,22.47,4.31,5.13
2024-05-14,43.43,35.5,39.5,1016.19,56.51,12.26,6.6,7.18
2024-05-15,38.74,37.17,39.19,1004.75,61.51,17.5,6.45,4.93
2024-05-16,10.05,79.05,5.63,992.13,50.22,25.41,1.7,3.47
2024-05-17,32.27,35.13,45.6,1015.38,1.69,8.92,8.62,0.46
2024-05-18,11.79,65.88,9.73,992.14,90.01,29.43,6.38,4.96
2024-05-19,19.02,37.22,30.65,1012.99,82.7,6.76,8.83,4.69
2024-05-20,12.08,88.93,49.28,1007.46,17.42,18.35,8.81,1.5
2024-05-21,31.13,95.37,44.12,987.65,41.33,27.9,5.91,5.32
2024-05-22,34.03,61.48,47.83,1020.73,77.05,28.64,9.2,3.2
2024-05-23,14.01,48.18,17.13,989.03,98.01,10.8,8.64,3.28
2024-05-24,23.43,38.72,5.28,1024.53,95.11,8.6,9.62,1.83
2024-05-25,25.97,23.98,9.42,980.33,89.94,23.11,8.65,0.5
2024-05-26,22.92,41.48,25.02,991.86,15.84,6.05,8.39,0.98
2024-05-27,14.24,72.34,39.66,988.99,91.45,17.13,5.22,5.86
2024-05-28,24.66,62.69,7.51,980.63,87.84,24.91,2.91,1.27
2024-05-29,36.29,95.52,32.99,1012.96,37.69,19.01,9.2,0.01
2024-05-30,12.49,51.7,16.18,1011.2,39.45,9.7,7.5,23.26
2024-05-31,12.81,75.51,17.06,1015.66,45.99,17.18,3.54,0.95
2024-06-01,22.42,59.15,33.1,991.55,65.62,28.03,4.07,4.26
2024-06-02,42.96,61.01,23.35,1000.0,26.08,20.43,7.17,10.46
2024-06-03,33.4,41.42,40.6,1009.66,2.29,23.04,5.3,3.66
2024-06-04,33.75,56.4,7.8,999.79,14.12,13.41,1.73,6.42
2024-06-05,22.67,57.66,39.5,1011.38,44.01,9.71,2.27,14.98
2024-06-06,30.78,76.53,3.21,1008.53,28.2,11.39,7.71,7.87
2024-06-07,10.35,95.25,9.7,985.16,76.45,18.33,3.96,3.26
2024-06-08,32.26,46.35,32.81,1015.15,10.67,12.01,5.57,1.81
2024-06-09,41.97,23.38,42.75,1012.43,91.75,18.55,7.9,2.63
2024-06-10,31.44,59.7,12.63,1009.51,89.53,22.69,7.76,7.38
2024-06-11,40.58,63.56,16.36,986.98,90.88,23.36,2.5,7.68
2024-06-12,35.34,33.48,26.86,992.06,73.96,9.12,1.89,7.48
2024-06-13,14.22,80.84,10.58,997.69,10.7,23.76,6.32,3.64
2024-06-14,41.59,98.79,40.56,992.6,43.81,21.82,7.67,2.59
2024-06-15,12.33,95.66,38.68,990.25,13.14,5.3,2.34,1.49
2024-06-16,28.69,35.77,7.26,1016.24,98.77,6.47,4.35,0.01
2024-06-17,14.97,90.03,23.19,1008.72,33.3,21.16,8.83,5.78
2024-06-18,10.41,76.36,38.74,1005.45,58.53,14.59,9.5,1.3
2024-06-19,24.77,56.31,16.87,990.17,77.94,8.65,5.09,1.6
2024-06-20,20.33,63.25,31.66,1021.31,92.06,6.11,1.72,7.42
2024-06-21,27.01,87.97,2.51,988.6,75.55,8.98,3.32,0.21
2024-06-22,30.2,58.41,30.43,1015.77,67.45,28.94,3.1,10.5
2024-06-23,11.53,49.86,7.63,1023.5,46.6,23.19,3.15,0.01
2024-06-24,14.31,59.46,41.53,1012.72,60.54,18.19,5.44,11.2
2024-06-25,29.55,66.33,17.77,1024.68,9.42,28.54,6.25,2.43
2024-06-26,22.01,35.13,14.08,1009.3,88.39,20.48,2.1,0.43
2024-06-27,35.52,92.07,42.04,989.79,54.38,23.14,9.0,4.49
2024-06-28,32.83,73.93,2.51,989.17,4.01,12.07,6.58,9.05
2024-06-29,39.6,70.66,19.83,994.61,91.99,19.72,6.38,2.31
2024-06-30,34.24,27.96,18.5,980.32,48.93,8.59,9.89,4.7
2024-07-01,25.05,68.33,14.24,1010.68,86.86,15.11,6.65,15.52
2024-07-02,33.55,29.68,45.59,992.09,85.69,5.83,9.36,1.1
2024-07-03,19.64,26.3,37.55,1016.68,81.58,10.42,3.58,6.87
2024-07-04,20.72,62.18,3.2,996.16,6.14,6.87,3.16,1.4
2024-07-05,37.61,52.22,35.73,1001.6,24.71,14.69,5.65,2.22
2024-07-06,25.62,67.1,26.36,1023.46,87.55,26.08,5.58,1.32
2024-07-07,37.94,27.14,45.04,990.9,89.9,14.45,3.04,2.36
2024-07-08,38.78,54.48,15.65,1012.46,45.81,25.79,7.3,0.02
2024-07-09,40.01,33.98,28.71,1013.98,44.0,21.41,1.27,1.45
2024-07-10,42.08,98.97,25.04,989.94,17.51,17.74,7.22,2.36
2024-07-11,25.08,64.89,24.48,1002.54,96.84,10.92,5.11,4.0
2024-07-12,21.16,74.99,22.81,995.76,21.31,28.05,7.2,4.06
2024-07-13,30.38,46.03,10.28,1014.74,19.09,6.36,5.29,3.51
2024-07-14,22.99,27.58,37.79,1008.01,66.07,22.22,9.8,1.39
2024-07-15,31.04,98.07,22.57,1001.42,24.28,20.53,4.01,11.78
2024-07-16,34.7,42.9,47.93,1015.07,93.88,16.03,9.84,1.99
2024-07-17,34.09,53.9,13.04,990.58,1.09,11.01,1.58,0.98
2024-07-18,23.11,71.99,34.14,1013.91,0.58,15.77,7.15,3.23
2024-07-19,15.84,21.98,47.04,1018.94,50.49,26.82,5.09,5.53
2024-07-20,25.07,84.82,33.17,1019.54,48.81,25.92,8.4,0.05
2024-07-21,14.99,62.93,43.56,1015.27,16.34,28.53,8.11,1.29
2024-07-22,41.15,42.26,41.37,998.36,49.45,12.69,8.2,6.97
2024-07-23,22.11,24.93,18.01,1024.18,41.17,14.68,1.85,2.83
2024-07-24,15.41,33.0,30.01,997.08,89.03,5.47,8.4,2.1
2024-07-25,10.89,91.6,7.81,1008.74,0.93,28.57,2.93,10.69
2024-07-26,32.6,74.88,26.78,987.25,97.63,13.23,1.23,0.38
2024-07-27,32.29,39.99,11.52,1024.12,62.44,15.1,2.96,3.82
2024-07-28,21.92,25.25,37.19,1011.68,15.18,27.7,5.31,1.68
2024-07-29,12.51,75.25,26.4,1013.9,4.68,18.16,7.68,0.29
2024-07-30,24.34,65.79,20.56,982.96,53.81,19.15,2.97,0.96
2024-07-31,20.89,52.36,13.44,1014.35,23.49,9.41,2.02,3.95
2024-08-01,33.7,49.09,49.93,1014.86,30.12,17.47,6.81,0.11
2024-08-02,31.2,37.35,3.59,1010.23,24.51,27.96,9.86,3.59
2024-08-03,22.76,73.57,2.18,993.14,65.02,18.97,6.41,12.57
2024-08-04,17.63,97.65,10.86,1002.04,55.35,11.38,7.22,6.34
2024-08-05,44.58,34.06,48.55,984.97,7.8,5.78,6.05,1.7
2024-08-06,25.89,67.77,48.96,1001.22,52.65,13.41,8.04,0.59
2024-08-07,34.09,53.93,32.75,990.97,79.12,19.31,9.78,2.5
2024-08-08,14.92,55.74,44.01,995.71,8.12,6.07,5.9,2.0
2024-08-09,27.0,40.33,10.7,987.32,88.97,20.24,4.75,14.26
2024-08-10,10.96,86.01,48.6,990.35,57.83,18.09,8.74,18.37
2024-08-11,27.69,58.82,7.14,983.45,95.06,24.59,9.73,2.11
2024-08-12,43.74,63.47,5.06,1021.4,14.81,5.72,2.16,0.64
2024-08-13,23.45,44.38,5.61,1003.87,99.36,24.52,6.2,9.66
2024-08-14,11.36,34.54,28.66,997.85,64.43,18.02,8.13,6.31
2024-08-15,11.08,26.87,39.05,1004.08,56.75,14.26,5.8,2.86
2024-08-16,23.58,77.13,18.33,1008.27,51.53,29.13,4.68,1.82
2024-08-17,15.6,35.7,48.89,1021.48,2.37,9.0,6.9,2.38
2024-08-18,10.82,75.21,21.72,988.04,93.96,18.53,3.43,9.29
2024-08-19,36.47,51.23,7.52,993.3,64.4,13.02,4.14,0.82
2024-08-20,26.05,53.26,23.3,1023.91,9.16,18.19,9.93,6.58
2024-08-21,20.12,57.53,33.95,996.7,2.1,18.81,6.73,0.07
2024-08-22,41.5,49.42,41.61,981.02,5.08,7.24,8.86,10.13
2024-08-23,14.06,28.05,22.94,986.64,60.94,21.53,8.27,2.77
2024-08-24,43.46,44.77,29.68,981.19,61.4,20.86,6.87,1.03
2024-08-25,20.99,73.1,13.37,1024.55,49.97,24.24,8.57,0.01
2024-08-26,41.09,73.26,32.3,992.55,30.68,7.27,3.58,3.28
2024-08-27,31.1,42.9,49.3,1021.56,53.17,12.43,6.73,1.12
2024-08-28,38.93,56.81,2.45,1024.81,51.63,21.25,6.32,3.99
2024-08-29,44.44,35.48,44.33,1006.99,1.94,8.42,6.6,1.32
2024-08-30,20.09,36.83,28.11,981.49,28.25,21.94,2.52,0.37
2024-08-31,43.64,21.84,12.6,983.67,5.32,6.48,3.5,2.81
2024-09-01,23.63,91.74,47.74,1001.67,90.02,13.37,3.58,3.32
2024-09-02,23.49,36.86,24.17,998.28,72.52,26.17,6.42,2.41
2024-09-03,21.91,38.2,16.58,1007.28,99.61,24.36,9.75,2.45
2024-09-04,28.95,42.37,9.07,999.75,30.22,21.12,9.59,3.56
2024-09-05,15.4,30.19,12.22,1022.03,87.85,26.76,3.04,2.99
2024-09-06,29.38,71.14,41.64,1004.06,60.31,22.73,3.74,0.57
2024-09-07,28.96,26.01,30.72,1011.22,45.31,17.98,1.32,0.88
2024-09-08,36.67,30.74,45.66,1020.34,22.26,29.49,4.59,0.61
2024-09-09,39.18,71.58,11.6,986.61,73.84,22.37,8.51,4.73
2024-09-10,25.42,47.17,6.06,990.34,90.41,20.03,9.24,3.01
2024-09-11,20.58,76.64,0.3,984.83,23.53,15.22,3.13,2.25
2024-09-12,19.08,64.59,25.39,986.28,17.54,27.56,3.39,6.4
2024-09-13,16.81,40.48,49.92,1003.07,69.62,12.39,2.99,1.58
2024-09-14,12.02,72.07,34.75,994.45,97.7,5.23,4.15,3.36
2024-09-15,21.99,29.3,15.42,999.04,75.0,9.92,8.24,0.31
2024-09-16,19.46,62.91,43.84,1024.21,28.46,7.74,6.82,5.46
2024-09-17,43.82,54.97,39.09,987.05,42.0,12.97,8.07,4.75
2024-09-18,29.52,41.43,0.77,1004.34,38.43,25.65,6.25,6.49
2024-09-19,22.15,68.32,40.84,984.45,85.21,21.29,3.32,8.63
2024-09-20,30.32,89.71,15.03,994.33,77.14,9.22,3.05,5.68
2024-09-21,14.87,99.91,7.48,1003.74,58.9,24.72,1.08,7.44
2024-09-22,25.54,68.62,11.32,1022.6,27.5,17.61,8.03,1.7
2024-09-23,31.92,52.38,23.43,997.61,93.8,17.82,8.62,1.68
2024-09-24,27.11,38.02,21.24,982.92,65.33,14.05,7.91,11.55
2024-09-25,24.06,40.57,14.44,997.47,97.05,26.62,1.67,9.84
2024-09-26,44.78,58.36,8.61,986.56,58.01,12.96,7.86,3.18
2024-09-27,40.81,49.38,38.11,990.35,82.12,7.35,1.41,1.83
2024-09-28,31.82,93.11,49.51,1007.81,81.31,12.57,1.95,8.04
2024-09-29,29.93,49.46,38.89,983.03,33.73,22.88,4.96,1.56
2024-09-30,31.72,49.88,14.8,1000.91,96.4,21.44,5.29,0.67
2024-10-01,17.05,50.68,12.24,1007.43,2.19,9.7,8.35,4.08
2024-10-02,23.83,86.93,10.88,998.98,76.87,7.79,7.12,0.17
2024-10-03,11.38,72.06,6.83,980.86,96.56,21.52,2.38,1.91
2024-10-04,26.64,69.13,27.57,1024.35,33.89,21.91,3.04,6.59
2024-10-05,29.01,46.73,30.27,996.52,64.81,14.15,3.57,1.4
2024-10-06,17.97,85.43,35.28,1015.04,56.22,26.07,2.11,10.71
2024-10-07,43.74,23.07,34.01,994.65,76.15,29.46,3.59,12.48
2024-10-08,41.83,89.66,14.62,1001.38,86.62,10.14,7.56,6.77
2024-10-09,35.28,61.02,16.52,997.48,60.3,19.43,3.17,17.57
2024-10-10,28.67,51.86,34.08,995.41,81.59,5.13,8.52,3.03
2024-10-11,40.45,59.77,17.47,980.98,31.23,22.83,5.23,3.37
2024-10-12,14.57,73.39,10.63,996.2,22.86,15.36,3.91,7.24
2024-10-13,37.67,21.02,18.72,1020.03,43.07,9.83,4.71,2.72
2024-10-14,14.37,89.72,13.6,1011.07,67.77,23.81,7.39,2.09
2024-10-15,37.8,55.74,4.42,986.54,18.72,25.27,5.65,3.82
2024-10-16,19.65,47.44,41.51,1006.6,68.04,7.78,1.07,4.29
2024-10-17,40.7,31.06,42.66,1020.15,39.41,6.02,9.3,5.56
2024-10-18,43.04,55.16,10.99,1011.5,79.56,13.35,1.59,4.41
2024-10-19,15.21,59.71,3.24,986.69,3.68,20.65,9.45,5.48
2024-10-20,26.19,52.29,36.94,1019.05,66.8,24.84,1.25,4.49
2024-10-21,44.33,74.29,10.58,993.57,64.98,18.65,7.94,2.62
2024-10-22,26.92,53.67,19.67,1000.43,94.09,19.52,5.81,0.58
2024-10-23,40.22,96.91,3.21,1003.68,71.34,25.0,5.55,6.16
2024-10-24,30.61,67.94,11.31,1018.27,79.63,18.22,1.66,0.13
2024-10-25,23.14,84.6,39.65,1021.92,90.46,20.28,3.15,19.57
2024-10-26,20.0,28.75,40.22,1021.83,67.51,17.91,8.0,7.05
2024-10-27,17.11,51.78,10.35,980.36,29.02,27.01,9.02,4.45
2024-10-28,36.66,46.95,16.8,1021.48,86.98,10.89,5.76,13.6
2024-10-29,23.53,65.56,6.71,982.45,74.76,11.6,4.18,3.79
2024-10-30,27.89,88.89,3.71,991.96,42.44,8.2,1.54,0.23
2024-10-31,27.23,26.27,49.61,1003.17,71.05,25.49,7.14,3.28
2024-11-01,30.2,25.81,32.78,1001.6,86.77,15.29,3.51,1.3
2024-11-02,40.3,88.03,27.1,1007.21,97.57,13.7,1.5,1.84
2024-11-03,44.33,37.03,38.27,1001.58,95.24,29.53,6.99,2.46
2024-11-04,24.27,73.5,42.0,1022.05,32.53,28.17,5.37,5.96
2024-11-05,38.96,63.43,40.34,990.82,42.17,29.3,1.11,2.8
2024-11-06,36.76,86.63,0.83,992.33,10.95,8.56,2.0,2.57
2024-11-07,30.07,30.01,9.34,1021.43,24.75,27.28,7.29,1.44
2024-11-08,43.46,30.38,32.75,983.45,88.24,13.22,1.57,3.11
2024-11-09,17.02,64.55,18.79,1007.43,36.08,5.32,8.79,1.14
2024-11-10,13.82,95.71,49.12,1010.68,62.06,14.78,3.8,1.21
2024-11-11,39.89,53.2,33.27,1002.75,66.6,17.73,1.8,5.66
2024-11-12,25.37,46.16,47.83,1011.24,78.18,7.71,7.84,1.68
2024-11-13,39.64,68.54,10.07,987.77,18.28,18.44,5.72,0.21
2024-11-14,41.26,94.44,43.2,1018.37,30.48,25.49,3.76,1.68
2024-11-15,12.19,86.95,16.07,986.3,44.83,14.44,4.65,4.07
2024-11-16,40.92,99.64,49.48,998.04,36.48,13.82,1.19,6.73
2024-11-17,25.69,21.81,7.88,983.39,98.29,13.47,6.96,13.07
2024-11-18,27.87,29.03,25.82,1004.53,83.49,28.08,4.29,5.49
2024-11-19,31.93,68.76,39.64,1010.14,47.97,6.22,7.43,2.24
2024-11-20,42.42,85.65,21.63,1022.35,87.93,16.13,6.65,1.42
2024-11-21,10.67,42.82,23.4,1013.27,34.77,11.61,6.86,0.56
2024-11-22,26.69,39.14,49.32,1004.35,78.58,27.35,8.14,3.95
2024-11-23,34.07,82.96,21.27,1021.97,22.37,7.4,6.68,2.85
2024-11-24,35.29,24.51,30.2,1001.53,77.23,15.29,4.77,4.53
2024-11-25,34.24,49.55,2.73,1005.25,45.65,15.17,4.51,1.08
2024-11-26,14.71,60.46,42.11,1006.82,10.75,27.21,2.08,1.56
2024-11-27,20.48,64.83,32.41,998.45,27.33,10.39,8.01,1.38
2024-11-28,22.56,78.29,20.2,1017.73,40.23,21.12,7.85,6.39
2024-11-29,38.16,48.39,0.81,988.33,74.93,8.36,3.22,0.75
2024-11-30,19.76,69.01,29.58,1004.97,7.3,28.85,8.76,3.75
2024-12-01,17.37,66.83,0.63,1012.5,65.95,19.83,6.3,0.21
2024-12-02,43.51,63.81,0.06,1020.68,71.6,20.66,5.31,3.19
2024-12-03,10.31,71.24,30.8,1019.78,65.39,15.84,1.16,0.26
2024-12-04,44.92,40.76,9.45,1002.89,76.07,13.56,4.44,0.77
2024-12-05,33.69,26.77,9.59,1008.94,17.82,10.32,6.77,0.48
2024-12-06,39.0,29.54,32.66,997.74,58.71,20.1,1.81,1.7
2024-12-07,20.31,37.97,2.68,1001.07,94.11,28.86,5.14,1.68
2024-12-08,10.5,60.02,15.67,1020.78,61.08,13.99,9.94,7.0
2024-12-09,35.83,87.24,7.47,1021.88,61.13,27.08,7.45,1.02
2024-12-10,39.2,76.1,29.01,1020.29,73.64,8.72,5.92,0.36
2024-12-11,35.92,83.12,33.09,986.23,33.32,28.4,5.8,3.7
2024-12-12,15.0,48.08,36.06,1018.25,70.05,13.76,1.39,4.65
2024-12-13,36.37,52.37,12.76,1022.68,91.62,14.49,9.62,1.4
2024-12-14,36.91,51.49,4.46,996.26,1.09,16.57,9.35,3.69
2024-12-15,33.05,35.35,3.93,1003.34,87.01,22.96,7.14,5.99
2024-12-16,36.81,24.9,21.31,1015.06,21.86,22.99,1.89,1.71
2024-12-17,39.61,67.27,47.29,1005.29,45.59,16.99,2.87,2.98
2024-12-18,31.48,99.14,10.89,1024.71,85.23,18.08,2.66,0.63
2024-12-19,13.1,33.35,12.84,1000.51,82.39,5.75,5.68,0.1
2024-12-20,27.07,23.73,5.04,1012.13,89.19,12.61,2.87,15.93
2024-12-21,12.72,82.36,30.28,1015.67,94.04,13.65,7.26,1.43
2024-12-22,24.26,40.21,33.99,1002.23,44.72,18.97,5.91,1.31
2024-12-23,24.25,86.37,32.15,1018.56,65.64,18.96,1.16,14.48
2024-12-24,12.31,76.31,43.06,1004.58,39.05,22.75,7.7,5.21
2024-12-25,22.21,95.65,24.32,998.52,35.07,22.93,2.7,3.52
2024-12-26,13.88,52.71,6.72,984.85,43.16,10.88,8.42,4.81
2024-12-27,38.29,72.96,14.47,997.7,74.31,24.25,4.2,4.95
2024-12-28,43.17,57.19,33.12,1013.03,50.14,5.49,4.05,5.76
2024-12-29,12.53,70.45,30.66,1021.46,81.41,22.9,1.11,0.28
2024-12-30,43.43,55.97,26.55,991.33,74.52,7.55,9.89,2.13
2024-12-31,28.29,35.09,34.15,995.99,2.05,23.24,6.51,1.4
2025-01-01,20.48,60.63,31.87,986.93,63.02,18.18,4.8,0.29
2025-01-02,12.69,62.29,44.07,1011.08,43.66,15.93,1.87,2.13
2025-01-03,27.52,84.85,29.3,1023.21,45.66,22.27,7.29,3.83
2025-01-04,37.81,78.84,38.93,1008.84,81.84,5.91,3.54,0.79
2025-01-05,34.75,73.1,12.44,1007.77,54.76,10.59,9.89,1.46
2025-01-06,11.76,29.07,33.91,1004.91,88.56,20.41,9.55,4.08
2025-01-07,12.55,77.65,45.11,983.98,71.28,26.18,7.62,3.46
2025-01-08,24.1,60.02,19.29,1012.83,55.28,14.53,9.74,8.12
2025-01-09,20.34,91.53,38.96,1007.09,75.45,11.47,1.95,6.27
2025-01-10,18.13,93.59,36.24,1009.77,3.83,17.97,3.52,13.48
2025-01-11,19.84,24.41,2.98,1020.45,2.71,20.56,3.28,3.64
2025-01-12,38.12,85.65,29.08,1015.28,8.33,15.5,1.65,4.8
2025-01-13,42.52,23.02,6.51,1015.14,43.76,26.92,9.75,7.88
2025-01-14,24.18,49.37,48.37,1021.72,23.55,18.09,1.54,7.33
2025-01-15,41.71,63.38,40.57,1024.55,98.43,5.9,8.71,5.07
2025-01-16,21.25,31.85,5.49,1006.16,54.23,10.58,7.91,2.77
2025-01-17,26.68,79.71,6.09,984.9,66.24,16.27,4.38,1.28
2025-01-18,17.91,20.67,29.72,1000.66,27.88,22.44,1.17,8.39
2025-01-19,32.42,33.49,17.24,1015.44,32.18,10.49,1.05,6.0
2025-01-20,44.26,66.46,1.75,981.25,33.55,29.41,2.84,7.28
2025-01-21,31.12,77.15,27.08,982.56,69.87,12.96,5.44,0.61
2025-01-22,22.52,93.33,19.39,983.02,47.37,18.31,5.12,1.51
2025-01-23,32.67,76.44,5.05,1012.9,51.77,5.47,6.27,2.21
2025-01-24,14.3,73.74,40.1,1002.55,59.2,27.12,7.95,7.29
2025-01-25,41.1,51.55,45.75,996.6,76.88,24.72,4.4,8.94
2025-01-26,27.61,20.1,37.83,984.75,9.04,9.89,2.44,1.34
2025-01-27,25.73,29.61,41.12,1012.95,77.69,28.33,8.2,4.64
2025-01-28,30.51,62.76,10.82,994.45,56.32,12.9,3.99,0.32
2025-01-29,31.87,74.01,13.18,991.94,66.91,22.3,3.58,2.11
2025-01-30,12.51,53.4,10.43,1009.35,32.76,25.47,7.88,2.67
2025-01-31,33.89,78.45,38.25,1005.16,40.94,23.52,9.41,5.8
2025-02-01,18.47,61.75,47.4,996.31,23.12,27.94,9.23,8.9
2025-02-02,34.99,25.93,35.84,1008.87,97.93,26.61,2.24,1.65
2025-02-03,38.79,35.36,44.07,992.2,49.7,29.87,5.53,3.0
2025-02-04,38.14,87.2,31.93,1015.77,99.61,9.57,1.84,4.17
2025-02-05,29.34,77.99,19.38,990.32,48.98,12.62,9.65,1.59
2025-02-06,28.21,91.58,21.29,987.15,21.98,20.91,2.94,16.94
2025-02-07,15.0,29.4,3.77,1015.21,50.75,23.33,2.78,8.34
2025-02-08,37.14,99.22,1.57,1011.86,3.96,18.37,9.0,1.41
2025-02-09,19.5,36.75,34.77,988.22,90.48,6.85,9.71,2.84
2025-02-10,27.38,20.94,21.92,985.23,81.86,26.04,7.28,1.05
2025-02-11,19.95,99.79,27.61,1017.73,72.58,29.02,2.09,2.89
2025-02-12,14.68,42.49,27.88,1014.95,60.98,15.14,5.37,4.6
2025-02-13,32.03,73.44,13.87,994.73,57.98,10.62,8.35,0.36
2025-02-14,11.9,34.13,23.79,1009.62,99.67,5.48,6.15,8.16
2025-02-15,36.2,66.42,23.54,985.59,27.8,10.93,2.19,3.6
2025-02-16,21.12,92.32,19.42,1002.82,77.97,22.5,2.55,18.26
2025-02-17,10.0,45.61,41.03,980.84,58.14,27.79,8.78,0.1
2025-02-18,27.89,73.62,22.56,997.62,97.59,7.34,5.74,7.12
2025-02-19,11.64,35.03,30.18,983.37,82.78,18.83,7.35,6.28
2025-02-20,19.67,69.98,44.78,1001.38,99.85,22.39,4.36,0.57
